"Word","IPA","POS","Category","Definition","Examples","Notes","Synonyms","Antonyms","SynonymDistinction"
"preclude","/prɪˈkluːd/","v.","学术写作","义1. 排除；阻止","义1:
  • Lack of data precludes a conclusion.
  • His age does not preclude the role.
  • The rule precludes appeals.","preclude sb from doing / preclude sth。","prevent、rule out","permit","preclude 正式‘使不可能’；prevent 通用。"
"propensity","/prəˈpensəti/","n.","学术写作","义1. 倾向；习性","义1:
  • He has a propensity for risk.
  • Firms show a propensity to overhire.
  • There is a propensity toward errors.","propensity for / to / toward。","tendency、inclination","","propensity 偏‘固有倾向’；tendency 更中性通用。"
"pertinent","/ˈpɜːtɪnənt/","adj.","学术写作","义1. 相关的；切题的","义1:
  • Ask pertinent questions only.
  • The evidence is pertinent to the case.
  • She made a pertinent observation.","pertinent to。","relevant","irrelevant","pertinent 正式‘切题’；relevant 通用。"
"unequivocal","/ˌʌnɪˈkwɪvəkl/","adj.","学术写作","义1. 明确的；毫不含糊的","义1:
  • The data give unequivocal support.
  • He issued an unequivocal denial.
  • The verdict was unequivocal.","强调‘无歧义’，程度强于 clear。","clear、unambiguous","ambiguous",""
"reconcile","/ˈrekənsaɪl/","v.","学术写作","义1. 调和；使一致","义1:
  • We must reconcile the two findings.
  • Theory and data are hard to reconcile.
  • He reconciled the conflicting accounts.","reconcile A with B。","resolve、harmonise","",""
"tenuous","/ˈtenjuəs/","adj.","学术写作","义1. 脆弱的；微弱的；牵强的","义1:
  • The link is tenuous at best.
  • They have a tenuous hold on power.
  • His argument rests on a tenuous analogy.","tenuous link/connection 常见。","weak、fragile","strong","tenuous 指‘薄弱、易断’（物理/逻辑皆可）。"
"commensurate","/kəˈmenʃərət/","adj.","学术写作","义1. 相称的；成比例的","义1:
  • Pay should be commensurate with effort.
  • A penalty commensurate with the crime.
  • Funding is not commensurate with need.","commensurate with。","proportionate","disproportionate",""
"obfuscate","/ˈɒbfʌskeɪt/","v.","学术写作","义1. 使模糊；故意混淆","义1:
  • Jargon obfuscates the issue.
  • He obfuscated his role in the affair.
  • The report obfuscates the real costs.","贬义‘把事情搞糊涂’，尤指故意。","confuse、obscure","clarify","obfuscate 比 confuse 更正式且含‘故意遮掩’。"
"eschew","/ɪsˈtʃuː/","v.","学术写作","义1. 避开；戒绝","义1:
  • Good writers eschew cliché.
  • The firm eschews debt.
  • She eschews publicity.","正式‘刻意回避’，及物。","avoid、shun","embrace","eschew 正式‘主动戒绝’；avoid 通用。"
"enumerate","/ɪˈnjuːməreɪt/","v.","学术写作","义1. 列举；枚举","义1:
  • He enumerated three objections.
  • The risks were enumerated clearly.
  • Let me enumerate the steps.","比 list 正式，强调‘逐一列出’。","list、detail","","enumerate 正式‘逐条枚举’。"
"discrepancy","/dɪsˈkrepənsi/","n.","学术写作","义1. 差异；不符","义1:
  • There is a discrepancy in the accounts.
  • We found a discrepancy between the two figures.
  • The discrepancy remains unexplained.","discrepancy between A and B。","difference、inconsistency","agreement",""
"provisional","/prəˈvɪʒənl/","adj.","学术写作","义1. 临时的；暂定的","义1:
  • We reached a provisional agreement.
  • The figures are provisional.
  • A provisional government was formed.","provisional 与 tentative 近义，但更偏‘暂时生效’。","temporary、tentative","final",""
"auspice","/ˈɔːspɪs/","n.","学术写作","义1. 赞助；主持（under the auspices of）","义1:
  • The summit met under UN auspices.
  • Research was done under academic auspices.
  • The project ran under private auspices.","几乎只用 under the auspices of 短语。","sponsorship、patronage","",""
"nullify","/ˈnʌlɪfaɪ/","v.","学术写作","义1. 使无效；抵消","义1:
  • The court nullified the law.
  • The goal was nullified by offside.
  • The gain was nullified by costs.","法律/正式‘作废’。","invalidate、cancel","validate","nullify 正式‘宣告无效’；cancel 通用。"
"purport","/pəˈpɔːt/","v.","学术写作","义1. 声称；意指","义1:
  • The letter purports to be official.
  • The study purports to show a link.
  • What does the clause purport to mean?","常带‘声称（未必属实）’的意味。","claim、allege","","purport 暗示‘表面宣称’。"
"pertaining","/pəˈteɪnɪŋ/","adj.","学术写作","义1. 与…有关的（pertaining to）","义1:
  • Documents pertaining to the case.
  • Matters pertaining to safety.
  • Files pertaining to tax.","正式书面语，= relating to。","relating、concerning","",""
"cogent","/ˈkəʊdʒənt/","adj.","学术写作","义1. （论证）有说服力的","义1:
  • She made a cogent argument.
  • The case is cogent and clear.
  • We need more cogent evidence.","cogent reason/argument/evidence。","convincing、compelling","weak","cogent 专指‘逻辑上有力’。"
"synecdoche","/sɪˈnekdəki/","n.","英语文学","义1. 提喻（以部分代全体）","义1:
  • ‘All hands on deck’ is synecdoche.
  • ‘The crown’ for the monarchy is synecdoche.
  • Synecdoche links part to whole.","部分代整体，与 metonymy（相关代）易混。","metonymy","","synecdoche 必为‘部分—整体’；metonymy 是‘相关’代（如 White House=政府）。"
"pathetic fallacy","/pəˈθetɪk ˈfɔːləsi/","n.","英语文学","义1. 移情谬误（将人性赋予自然）","义1:
  • The angry storm is pathetic fallacy.
  • Romantics used pathetic fallacy often.
  • ‘Nature wept’ shows pathetic fallacy.","把人的情感投射到无生命自然。","","",""
"frame narrative","/freɪm ˈnærətɪv/","n.","英语文学","义1. 框架叙事（故事套故事）","义1:
  • The Canterbury Tales uses a frame narrative.
  • A frame narrative encloses tales.
  • The film is a frame narrative.","嵌套结构，如《西游记》取经框架内的单元故事。","embedded narrative","",""
"hamartia","/ˌhɑːmɑːˈtiə/","n.","英语文学","义1. 悲剧性缺陷（亚里士多德语）","义1:
  • Oedipus’ pride is his hamartia.
  • Hamartia drives the tragic fall.
  • The hero’s hamartia is hubris.","悲剧主人公的性格弱点，导致陨落。","tragic flaw","",""
"leitmotif","/ˈlaɪtməʊtiːf/","n.","英语文学","义1. 主导动机（反复出现的主题）","义1:
  • A leitmotif recurs in the novel.
  • Wagner coined the leitmotif.
  • The colour red is a leitmotif.","音乐/文学中反复出现的意象或旋律。","motif、theme","",""
"anagnorisis","/ˌænəɡˈnɒrɪsɪs/","n.","英语文学","义1. 发现／顿悟（悲剧转折点）","义1:
  • The anagnorisis reveals the truth.
  • Oedipus’ anagnorisis is devastating.
  • Recognition drives the plot.","主人公‘发现真相’的时刻，常与 peripeteia（逆转）成对。","recognition、discovery","",""
"peripeteia","/ˌperɪpəˈtaɪə/","n.","英语文学","义1. 突转（情节逆转）","义1:
  • The peripeteia flips the fortune.
  • A sudden peripeteia shocks the reader.
  • Peripeteia follows anagnorisis.","命运/情节的急剧反转。","reversal","",""
"mise en abyme","/ˌmiːz ɒ̃ ˈabiːm/","n.","英语文学","义1. 套盒结构（画中画／故事中故事）","义1:
  • The play is a mise en abyme.
  • A story within a story is mise en abyme.
  • The film frames a film.","法文，指‘无限嵌套’的视觉/叙事结构。","nested structure","",""
"ekphrasis","/ekˈfreɪsɪs/","n.","英语文学","义1. 艺格敷词（以文字描摹艺术品）","义1:
  • The poem is an ekphrasis of a painting.
  • Ekphrasis bridges word and image.
  • He wrote ekphrasis of the statue.","用文学描摹视觉艺术的传统。","","",""
"stream of consciousness","/striːm əv ˈkɒnʃəsnəs/","n.","英语文学","义1. 意识流","义1:
  • Woolf pioneered stream of consciousness.
  • The passage is pure stream of consciousness.
  • Joyce used stream of consciousness.","内心独白式写法，代表作家 Woolf/Joyce。","","",""
"unreliable narrator","/ˌʌnrɪˈlaɪəbl næˈreɪtə/","n.","英语文学","义1. 不可靠叙述者","义1:
  • The narrator is unreliable by design.
  • An unreliable narrator skews the truth.
  • We doubt the unreliable narrator.","叙述者偏见/说谎，读者须自行判断。","","",""
"magical realism","/ˈmædʒɪkl ˈrɪəlɪzəm/","n.","英语文学","义1. 魔幻现实主义","义1:
  • Marquez defined magical realism.
  • Magical realism blends myth and fact.
  • The novel is magical realism.","现实底色 + 奇幻元素，拉美文学代表。","","",""
"extradition","/ˌekstrəˈdɪʃn/","n.","法律政治","义1. 引渡","义1:
  • The extradition was denied.
  • They sought his extradition.
  • Extradition requires a treaty.","extradite 动词。","","",""
"indictment","/ɪnˈdaɪtmənt/","n.","法律政治","义1. 起诉书；控告","义1:
  • The grand jury issued an indictment.
  • The report is an indictment of policy.
  • He faces an indictment.","indict 动词；也喻‘谴责’。","charge、accusation","","indictment 正式刑事‘起诉’；accusation 通用‘指责’。"
"subpoena","/səˈpiːnə/","n./v.","法律政治","义1. 传票；传唤","义1:
  • She received a subpoena.
  • The court subpoenaed the witness.
  • He ignored the subpoena.","法律强制出庭/取证。","summons","",""
"tort","/tɔːt/","n.","法律政治","义1. 侵权（民事不法行为）","义1:
  • Negligence is a common tort.
  • He sued in tort.
  • Tort law differs from contract.","民事侵权，非刑事；如诽谤、过失。","civil wrong","",""
"redress","/rɪˈdres/","n./v.","法律政治","义1. 纠正；赔偿","义1:
  • They sought redress in court.
  • The law provides redress.
  • We must redress the harm.","redress a grievance/wrong。","remedy、compensation","",""
"impunity","/ɪmˈpjuːnəti/","n.","法律政治","义1. 免罚；不受惩罚","义1:
  • They acted with impunity.
  • Impunity breeds abuse.
  • No one should enjoy impunity.","with impunity 短语。","exemption","",""
"arbitration","/ˌɑːbɪˈtreɪʃn/","n.","法律政治","义1. 仲裁","义1:
  • The dispute went to arbitration.
  • Arbitration avoided a lawsuit.
  • They agreed to binding arbitration.","第三方裁决，区别于 litigation（诉讼）。","mediation","litigation","arbitration 裁决有约束力；mediation 仅调解。"
"ratification","/ˌrætɪfɪˈkeɪʃn/","n.","法律政治","义1. 批准；核准","义1:
  • Ratification needs parliament.
  • The treaty awaits ratification.
  • Ratification was swift.","ratify 动词。","approval","",""
"pluralism","/ˈplʊərəlɪzəm/","n.","法律政治","义1. 多元主义","义1:
  • The system favours pluralism.
  • Cultural pluralism enriches society.
  • Pluralism checks single power.","政治/社会‘多元共存’。","","monism",""
"devolution","/ˌdiːvəˈluːʃn/","n.","法律政治","义1. 权力下放","义1:
  • Devolution gave regions power.
  • Scottish devolution changed the UK.
  • Devolution is contested.","中央向地方放权。","decentralisation","",""
"impeachment","/ɪmˈpiːtʃmənt/","n.","法律政治","义1. 弹劾","义1:
  • The impeachment failed in the senate.
  • Impeachment is a political process.
  • They launched impeachment.","impeach 动词。","","",""
"extraterritorial","/ˌekstrəterəˈtɔːriəl/","adj.","法律政治","义1. 治外法权的","义1:
  • Embassies have extraterritorial status.
  • The base is extraterritorial.
  • Extraterritorial claims spark rows.","法律‘超越本国领土管辖’。","","",""
"codify","/ˈkɒdɪfaɪ/","v.","法律政治","义1. 将（法律）成文化；编纂","义1:
  • They codified customary law.
  • The rules were codified in 1990.
  • Codify the principles.","把习惯/原则写成法典。","systematise、compile","",""
"writ","/rɪt/","n.","法律政治","义1. 令状；法院文书","义1:
  • The court issued a writ.
  • A writ of habeas corpus was filed.
  • Serve the writ.","writ of habeas corpus 人身保护令。","order","",""
"amend","/əˈmend/","v.","法律政治","义1. 修正（法案）","义1:
  • They amended the constitution.
  • Congress amended the act.
  • The clause was amended.","amendment 修正案（如宪法修正案）。","revise、alter","","amend 正式‘修订（法律）’；revise 通用。"
"bicameral","/baɪˈkæmərəl/","adj.","法律政治","义1. 两院制的","义1:
  • The congress is bicameral.
  • A bicameral system divides power.
  • Bicameral legislatures are common.","如美国参众两院。","","unicameral",""
"pathogen","/ˈpæθədʒən/","n.","医疗健康","义1. 病原体","义1:
  • A pathogen entered the wound.
  • Handwashing removes pathogens.
  • The pathogen spread fast.","bacteria/virus/fungus 等致病体统称。","germ、microbe","","pathogen 医学‘病原体’；germ 口语‘细菌’。"
"convalesce","/ˌkɒnvəˈles/","v.","医疗健康","义1. 康复；调养","义1:
  • She convalesced at home.
  • He is convalescing after surgery.
  • Convalesce by the sea.","convalescence 康复期。","recover、recuperate","","convalesce 正式‘病后静养’。"
"averse","/əˈvɜːs/","adj.","医疗健康","义1. 反对的；厌恶的（averse to）","义1:
  • He is averse to risk.
  • Patients were averse to the drug.
  • She is risk-averse.","averse to；反义 inclined。注意与 adverse（不利的）区分。","reluctant、opposed","inclined","averse ‘人反感’；adverse ‘事不利’（adverse effect）。"
"idiopathic","/ˌɪdiəˈpæθɪk/","adj.","医疗健康","义1. 特发性的（原因不明）","义1:
  • The case is idiopathic.
  • Idiopathic hypertension has no clear cause.
  • An idiopathic fever puzzled doctors.","医学‘查无明确病因’。","","",""
"comorbidity","/ˌkəʊmɔːˈbɪdəti/","n.","医疗健康","义1. 共病；合并症","义1:
  • Diabetes is a common comorbidity.
  • Comorbidity complicates treatment.
  • Count the comorbidities.","同时患两种以上疾病。","","",""
"nosocomial","/ˌnɒsəˈkəʊmiəl/","adj.","医疗健康","义1. 医院获得性的","义1:
  • A nosocomial infection spread.
  • Nosocomial cases are preventable.
  • The outbreak was nosocomial.","医院内感染（如 MRSA）。","","",""
"prophylactic","/ˌprɒfɪˈlæktɪk/","adj./n.","医疗健康","义1. 预防（性）的；避孕药","义1:
  • Prophylactic antibiotics were given.
  • Use prophylactic measures.
  • A prophylactic prevents disease.","prophylaxis 预防医学。","preventive","",""
"sequela","/sɪˈkwiːlə/","n.","医疗健康","义1. 后遗症","义1:
  • Paralysis was a sequela.
  • The sequela lingered for years.
  • Long-term sequelae worry doctors.","复数 sequelae。","aftermath","","sequela 医学‘后遗症’；aftermath 通用‘后果’。"
"etiology","/ˌiːtiˈɒlədʒi/","n.","医疗健康","义1. 病因（美式拼法）","义1:
  • The etiology remained unknown.
  • Study the etiology of disease.
  • Etiology informs prevention.","= aetiology（英式）。","cause","",""
"iatrogenic","/ˌaɪətrəˈdʒenɪk/","adj.","医疗健康","义1. 医源性的（因治疗引起）","义1:
  • An iatrogenic error occurred.
  • Iatrogenic harm is preventable.
  • The infection was iatrogenic.","由医疗行为本身导致。","","",""
"prodrome","/ˈprəʊdrəʊm/","n.","医疗健康","义1. 前驱症状","义1:
  • A prodrome preceded the rash.
  • Fatigue was the prodrome.
  • Note the prodrome early.","发病前的预警症状。","warning sign","",""
"piquant","/ˈpiːkənt/","adj.","美食食品","义1. 开胃的；辛辣鲜爽的","义1:
  • A piquant sauce lifts the meal.
  • The salsa is piquant.
  • Piquant flavours cut the fat.","刺激味蕾、不腻。","tangy、zesty","bland","piquant 偏‘鲜爽刺激’；tangy 偏‘酸爽’。"
"confit","/kɒnˈfiː/","n.","美食食品","义1. 油封（料理法）","义1:
  • Duck confit is a French classic.
  • Confit preserves the meat.
  • Try the garlic confit.","慢火油浸保存法。","","",""
"reduction","/rɪˈdʌkʃn/","n.","美食食品","义1. （酱汁）浓缩收汁","义1:
  • A wine reduction sauces the steak.
  • Make a reduction of stock.
  • The reduction was glossy.","烹调‘收汁’。","","",""
"julienne","/ˌdʒuːliˈen/","v./n.","美食食品","义1. 切丝（法式）","义1:
  • Julienne the carrots.
  • A julienne of vegetables.
  • Julienne cut aids cooking.","细丝切法。","shred","","julienne 法式‘细丝’；shred 通用‘切丝’。"
"mirepoix","/ˈmɪrwɑː/","n.","美食食品","义1. （法餐）香料底（丁状蔬肉）","义1:
  • A mirepoix starts the stew.
  • Sweat the mirepoix first.
  • Mirepoix builds the base.","洋葱胡萝卜西芹切丁炒香作底。","","",""
"al dente","/ˌæl ˈdenteɪ/","adj.","美食食品","义1. （意面）弹牙的","义1:
  • Cook the pasta al dente.
  • Al dente means firm to the bite.
  • He prefers al dente rice.","意大利语‘有嚼劲’。","","mushy",""
"emulsify","/ɪˈmʌlsɪfaɪ/","v.","美食食品","义1. 乳化","义1:
  • Emulsify oil and vinegar.
  • Mustard helps emulsify.
  • The sauce emulsified smoothly.","使油水混合，如蛋黄酱。","","",""
"degustation","/ˌdeɪɡʌˈsteɪʃn/","n.","美食食品","义1. 品鉴（套餐）","义1:
  • A degustation menu of seven courses.
  • Degustation showcases the chef.
  • They booked the degustation.","tasting menu 品鉴菜单。","tasting","",""
"brunoise","/bruːnˈkwɑːz/","n.","美食食品","义1. 极细丁（切法）","义1:
  • A brunoise of pepper garnishes.
  • Dice to a fine brunoise.
  • Brunoise refines texture.","比 julienne 更细的丁。","","",""
"fonds","/fɔ̃/","n.","美食食品","义1. （法餐）高汤底","义1:
  • A brown fond flavours the pan.
  • Deglaze the fond with wine.
  • The fond is the base.","煎烤后锅底的焦化物，提味。","","",""
"velouté","/vəˈluːteɪ/","n.","美食食品","义1. （法餐）白汁酱","义1:
  • A velouté of chicken.
  • Velouté is a mother sauce.
  • Thicken with velouté.","五大母酱之一（白汤+roux）。","","",""
"macerate","/ˈmæsəreɪt/","v.","美食食品","义1. 浸渍（软化）","义1:
  • Macerate the fruit in liqueur.
  • Macerate overnight.
  • Macerate to release juice.","泡软/泡出味。","soak","","macerate 烹饪‘浸渍’；soak 通用‘浸泡’。"
"béchamel","/ˈbeɪʃəmel/","n.","美食食品","义1. 白酱（牛奶+roux）","义1:
  • A béchamel tops the lasagne.
  • Béchamel is a mother sauce.
  • Whisk a smooth béchamel.","五大母酱之一。","","",""
"gastrique","/ɡæsˈtriːk/","n.","美食食品","义1. 糖醋焦化酱","义1:
  • A fruit gastrique cuts richness.
  • Make a vinegar gastrique.
  • The gastrique balanced sweet.","焦糖+醋的酸甜味酱。","","",""
"sous vide","/suː viːd/","n.","美食食品","义1. 真空低温烹调","义1:
  • Sous vide keeps steak tender.
  • Cook sous vide for two hours.
  • Sous vide controls doneness.","真空密封低温水浴。","","",""
"flambé","/flɒmˈbeɪ/","v.","美食食品","义1. 火焰上桌（淋酒点火）","义1:
  • They flambé the pancakes.
  • Flambé the cherries in brandy.
  • The dish was flambéed.","淋酒点火。","","",""
"mellifluous","/məˈlɪfluəs/","adj.","外貌性格","义1. （声音）悦耳流畅的","义1:
  • She has a mellifluous voice.
  • His mellifluous speech soothed.
  • A mellifluous tone charms.","声音甜美流畅。","silvery、smooth","harsh","mellifluous 专指声音‘如蜜流’。"
"florid","/ˈflɒrɪd/","adj.","外貌性格","义1. （面色）红润的；辞藻华丽的","义1:
  • A florid complexion.
  • His florid prose tired readers.
  • The speaker turned florid.","可形容脸色红或文风浮夸。","ruddy、ornate","pale","florid 面色‘红润’；文风‘华丽过甚’。"
"limpid","/ˈlɪmpɪd/","adj.","外貌性格","义1. （眼神/水）清澈的","义1:
  • Her limpid eyes calmed him.
  • A limpid stream ran by.
  • He has a limpid gaze.","清晰通透，常形容眼或水。","clear、transparent","murky","limpid 文学‘澄澈’。"
"insouciant","/ɪnˈsuːsiənt/","adj.","外貌性格","义1. 漫不经心的；无忧无虑的","义1:
  • An insouciant shrug.
  • She answered with insouciant ease.
  • His insouciant manner hid worry.","轻松不在意，带点潇洒。","carefree、nonchalant","anxious","insouciant 偏‘无忧’；nonchalant 偏‘故作冷淡’。"
"bilious","/ˈbɪliəs/","adj.","外貌性格","义1. 暴躁的；坏脾气的","义1:
  • A bilious temper.
  • He grew bilious at noon.
  • Her bilious mood returned.","本义‘胆汁的’，引申易怒。","irritable、peevish","cheerful",""
"seraphic","/səˈræfɪk/","adj.","外貌性格","义1. 天使般的；圣洁温柔的","义1:
  • A seraphic smile.
  • The child looked seraphic.
  • Her seraphic calm soothed all.","如天使般纯净。","angelic","fiendish",""
"craven","/ˈkreɪvn/","adj.","外貌性格","义1. 怯懦的；卑怯的","义1:
  • A craven retreat.
  • His craven lie shamed him.
  • Craven fear gripped him.","强烈贬义‘胆小如鼠’。","cowardly","brave","craven 比 cowardly 更书面贬义。"
"phantasmagoric","/ˌfæntæzməˈɡɒrɪk/","adj.","外貌性格","义1. 幻影般的；光怪陆离的","义1:
  • A phantasmagoric dream.
  • The light show was phantasmagoric.
  • His tales are phantasmagoric.","幻象纷呈、变幻莫测。","dreamlike、surreal","",""
"rebarbative","/rɪˈbɑːbətɪv/","adj.","外貌性格","义1. 令人生厌的；难亲近的","义1:
  • A rebarbative manner.
  • His rebarbative prose repels.
  • She found him rebarbative.","正式‘招人烦/拒人千里’。","repellent、off-putting","appealing",""
"beatific","/ˌbiːəˈtɪfɪk/","adj.","外貌性格","义1. 极乐的；安详幸福的","义1:
  • A beatific smile.
  • The monk wore a beatific look.
  • Her beatific calm blessed the room.","blissful 的更文学说法。","blissful","",""
"vapid","/ˈvæpɪd/","adj.","外貌性格","义1. （言谈）空洞乏味的","义1:
  • A vapid speech.
  • His wit grew vapid.
  • Vapid small talk bored her.","无趣无内容。","dull、insipid","witty","vapid 言谈‘没味’；insipid 可指食物无味或文章无趣。"
"lissome","/ˈlɪsəm/","adj.","外貌性格","义1. （身姿）柔软灵巧的","义1:
  • A lissome dancer.
  • Her lissome grace amazed.
  • The lissome acrobat bent.","身段柔韧优雅。","supple、lithe","stiff","lissome 柔美灵动；supple 偏‘柔韧’。"
"imperious","/ɪmˈpɪəriəs/","adj.","外貌性格","义1. 专横傲慢的","义1:
  • An imperious gesture.
  • Her imperious tone rankled.
  • An imperious host commanded.","命令式、高高在上。","domineering、haughty","meek","imperious 凭‘权威感’压人；haughty 凭‘优越感’轻视。"
"mirthless","/ˈmɜːθləs/","adj.","外貌性格","义1. 无笑意的；强笑的","义1:
  • A mirthless smile.
  • He gave a mirthless laugh.
  • Her mirthless gaze unnerved.","笑但无欢乐。","","merry",""
"sprightly","/ˈspraɪtli/","adj.","外貌性格","义1. 活泼轻快的（尤指老者）","义1:
  • A sprightly old man.
  • She walked sprightly.
  • His sprightly wit returned.","精力充沛、轻盈。","lively、spry","lethargic","sprightly 常形容年长者‘精神矍铄’。"
"withdrawn","/wɪðˈdrɔːn/","adj.","外貌性格","义1. 孤僻的；内向退缩的","义1:
  • A withdrawn child.
  • He grew withdrawn and quiet.
  • She seemed withdrawn at parties.","社交退缩。","reticent、aloof","outgoing","withdrawn 退缩不社交；reticent 少言。"
"karst","/kɑːst/","n.","地理环境","义1. 喀斯特地貌","义1:
  • Karst forms caves and sinkholes.
  • The region is karst.
  • Karst aquifers store water.","石灰岩溶蚀地形。","","",""
"loess","/ˈləʊəs/","n.","地理环境","义1. 黄土","义1:
  • Loess covers the plateau.
  • Loess is wind-blown silt.
  • The loess fertilised farms.","风积细黄土，如黄土高原。","","",""
"atoll","/ˈætɒl/","n.","地理环境","义1. 环礁","义1:
  • An atoll rings a lagoon.
  • They landed on the atoll.
  • The atoll is remote.","环状珊瑚礁围湖。","","",""
"mesa","/ˈmeɪsə/","n.","地理环境","义1. 平顶山；台地","义1:
  • A red mesa rose in the desert.
  • The mesa stood alone.
  • Mesas dot the plateau.","顶部平坦、侧壁陡峭。","plateau、butte","","mesa 平顶宽；butte 平顶窄小。"
"isthmus","/ˈɪsməs/","n.","地理环境","义1. 地峡","义1:
  • The isthmus links two lands.
  • Ships cross the isthmus by canal.
  • The isthmus is narrow.","连接两大陆的狭长地带，如巴拿马。","","",""
"steppe","/step/","n.","地理环境","义1. 干草原；大草原","义1:
  • The Eurasian steppe.
  • Horses grazed the steppe.
  • The steppe stretched far.","无树广阔草原，如蒙古草原。","prairie、grassland","","steppe 干旱草原；prairie 北美湿润草原。"
"caldera","/kælˈdeərə/","n.","地理环境","义1. 火山口湖／破火山口","义1:
  • A lake fills the caldera.
  • The caldera exploded millennia ago.
  • They hiked the caldera rim.","火山塌陷形成的大坑。","","",""
"moraine","/məˈreɪn/","n.","地理环境","义1. 冰碛","义1:
  • A moraine dammed the valley.
  • Glaciers leave moraines.
  • The moraine marked the ice edge.","冰川搬运堆积的碎石。","","",""
"bolson","/ˈbɒlsɒn/","n.","地理环境","义1. 封闭盆地（荒漠）","义1:
  • A bolson holds no outlet.
  • The bolson is arid.
  • Playas fill the bolson.","内流封闭洼地。","basin","",""
"escarpment","/ɪˈskɑːpmənt/","n.","地理环境","义1. 悬崖；断崖","义1:
  • The escarpment drops sharply.
  • They climbed the escarpment.
  • The escarpment divides regions.","长条陡崖（如大裂谷边缘）。","cliff、ridge","","escarpment 长延陡崖；cliff 通用峭壁。"
"oxbow","/ˈɒkbəʊ/","n.","地理环境","义1. 牛轭湖（废弃河曲）","义1:
  • An oxbow curved in the plain.
  • The river left an oxbow.
  • Oxbows mark old channels.","河流改道遗留的弯月湖。","","",""
"inselberg","/ˈɪnslɪbɜːɡ/","n.","地理环境","义1. 孤丘（岛山）","义1:
  • An inselberg rose alone.
  • The plain held one inselberg.
  • Inselbergs dot the savanna.","平地上突起的孤立丘陵。","monadnock","",""
"fjeld","/fjeːld/","n.","地理环境","义1. （北欧）荒原高地","义1:
  • The fjeld is bare rock.
  • Reindeer cross the fjeld.
  • The fjeld freezes in winter.","斯堪的纳维亚裸岩高原。","tundra、heath","",""
"wadi","/ˈwɒdi/","n.","地理环境","义1. （沙漠）季节河床","义1:
  • A wadi floods in rain.
  • They camped in the wadi.
  • The wadi was dry.","阿拉伯语，旱谷，暴雨成河。","","",""
"scree","/skriː/","n.","地理环境","义1. 碎石坡","义1:
  • Loose scree slid underfoot.
  • They climbed the scree.
  • Scree covered the slope.","山坡碎岩堆。","talus","",""
"thermocline","/ˈθɜːməklaɪn/","n.","地理环境","义1. 温跃层","义1:
  • A thermocline splits the lake.
  • The thermocline blocks mixing.
  • Fish stay above the thermocline.","水温骤变的水层。","","",""
"lichen","/ˈlaɪkən/","n.","动植物","义1. 地衣","义1:
  • Lichen crusts the rock.
  • Lichen signals clean air.
  • Reindeer eat lichen.","真菌+藻类共生体。","","",""
"bryophyte","/ˈbraɪəfaɪt/","n.","动植物","义1. 苔藓植物","义1:
  • Mosses are bryophytes.
  • Bryophytes lack vessels.
  • The bryophyte covered stone.","非维管植物（苔/藓/角苔）。","moss","",""
"epiphyte","/ˈepɪfaɪt/","n.","动植物","义1. 附生植物","义1:
  • Orchids are epiphytes.
  • Epiphytes grow on trees.
  • The epiphyte needs no soil.","依附他物生长（如空气凤梨）。","","",""
"xerophyte","/ˈzɪərəfaɪt/","n.","动植物","义1. 旱生植物","义1:
  • Cactus is a xerophyte.
  • Xerophytes store water.
  • The xerophyte survives drought.","耐旱植物。","","",""
"mycorrhiza","/ˌmaɪkəˈraɪzə/","n.","动植物","义1. 菌根","义1:
  • Mycorrhiza aids roots.
  • The fungus forms mycorrhiza.
  • Mycorrhiza boosts uptake.","植物根与真菌共生。","","",""
"chelonian","/kɪˈləʊniən/","n./adj.","动植物","义1. 龟鳖类（的）","义1:
  • Chelonians are ancient.
  • The chelonian basked.
  • Chelonian shells protect.","龟/鳖总称。","turtle","",""
"arthropod","/ˈɑːθrəpɒd/","n.","动植物","义1. 节肢动物","义1:
  • Insects are arthropods.
  • The arthropod molted.
  • Arthropods have exoskeletons.","昆虫/蛛/甲壳类统称。","","",""
"mollusc","/ˈmɒləsk/","n.","动植物","义1. 软体动物","义1:
  • Snails are molluscs.
  • The mollusc secreted shell.
  • Molluscs include squid.","美式 mollusk。","","",""
"echinoderm","/ɪˈkaɪnəʊdɜːm/","n.","动植物","义1. 棘皮动物","义1:
  • Starfish are echinoderms.
  • The echinoderm regrew arms.
  • Echinoderms have fivefold symmetry.","海星/海胆/海参类。","","",""
"cetacean","/sɪˈteɪʃn/","n.","动植物","义1. 鲸目动物","义1:
  • Whales are cetaceans.
  • The cetacean breached.
  • Cetaceans are mammals.","鲸/海豚类。","whale","",""
"chiropteran","/kaɪˈrɒptərən/","n.","动植物","义1. 翼手目（蝙蝠类）","义1:
  • Bats are chiropterans.
  • The chiropteran roosted.
  • Chiropterans echo-locate.","蝙蝠学名类。","bat","",""
"gastropod","/ˈɡæstrəpɒd/","n.","动植物","义1. 腹足类（蜗牛等）","义1:
  • Snails are gastropods.
  • The gastropod left a trail.
  • Gastropods move on one foot.","螺/蛞蝓类。","snail","",""
"proboscis","/prəˈbɒsɪs/","n.","动植物","义1. （象）长鼻；（虫）喙","义1:
  • The trunk is a proboscis.
  • The moth’s proboscis sips nectar.
  • The proboscis is long.","长吻/长鼻。","trunk","",""
